Date,Value
2021-02-18,27.635353088378906
2021-02-19,27.596370697021484
2021-02-22,27.647720336914062
2021-02-23,27.659883499145508
2021-02-24,27.68376922607422
2021-02-25,27.70004653930664
2021-02-26,27.63953399658203
2021-03-01,27.70073699951172
2021-03-02,27.76431655883789
2021-03-03,27.684505462646484
2021-03-04,27.57354164123535
2021-03-05,27.474498748779297
2021-03-08,27.497968673706055
2021-03-09,27.526342391967773
2021-03-10,27.453962326049805
2021-03-11,27.49135971069336
2021-03-12,27.50741958618164
2021-03-15,27.389455795288086
2021-03-16,27.363933563232422
2021-03-17,27.440065383911133
2021-03-18,27.42479133605957
2021-03-19,27.419092178344727
2021-03-22,27.506593704223633
2021-03-23,27.434982299804688
2021-03-24,27.534605026245117
2021-03-25,27.630895614624023
2021-03-26,27.688554763793945
2021-03-29,27.709335327148438
2021-03-30,27.750560760498047
2021-03-31,27.630788803100586
2021-04-01,27.580774307250977
2021-04-02,27.585372924804688
2021-04-05,27.50065803527832
2021-04-06,27.551681518554688
2021-04-07,27.55257225036621
2021-04-08,27.70545768737793
2021-04-09,27.659683227539062
2021-04-12,27.624528884887695
2021-04-13,27.682863235473633
2021-04-14,27.77488136291504
2021-04-15,27.703550338745117
2021-04-16,27.702213287353516
2021-04-19,27.766237258911133
2021-04-20,27.74471092224121
2021-04-21,27.76007652282715
2021-04-22,27.898895263671875
2021-04-23,27.795503616333008
2021-04-26,27.552770614624023
2021-04-27,27.605350494384766
2021-04-28,27.51653480529785
2021-04-29,27.53734588623047
2021-04-30,27.5010929107666
2021-05-03,27.648784637451172
2021-05-04,27.565519332885742
2021-05-05,27.558826446533203
2021-05-06,27.470121383666992
2021-05-07,27.481313705444336
2021-05-10,27.30051612854004
2021-05-11,27.50918960571289
2021-05-12,27.444704055786133
2021-05-13,27.401277542114258
2021-05-14,27.37815284729004
2021-05-17,27.362564086914062
2021-05-18,27.297119140625
2021-05-19,27.1767578125
2021-05-20,27.19818115234375
2021-05-21,27.215505599975586
2021-05-24,27.185678482055664
2021-05-25,27.21148681640625
2021-05-26,27.20755958557129
2021-05-27,27.309724807739258
2021-05-28,27.281352996826172
2021-05-31,27.243507385253906
2021-06-01,27.230201721191406
2021-06-02,27.195955276489258
2021-06-03,27.102638244628906
2021-06-04,27.07537269592285
2021-06-07,27.000123977661133
2021-06-08,26.928600311279297
2021-06-09,26.896045684814453
2021-06-10,26.83420181274414
2021-06-11,26.86150550842285
2021-06-14,26.79595184326172
2021-06-15,26.75444221496582
2021-06-16,26.677146911621094
2021-06-17,26.828678131103516
2021-06-18,26.899166107177734
2021-06-21,26.945587158203125
2021-06-22,27.017602920532227
2021-06-23,27.11643409729004
2021-06-24,27.022661209106445
2021-06-25,27.274181365966797
2021-06-28,27.097023010253906
2021-06-29,27.09225082397461
2021-06-30,26.934476852416992
2021-07-01,27.020084381103516
2021-07-02,27.136186599731445
2021-07-05,27.080825805664062
2021-07-06,27.018596649169922
2021-07-07,27.018657684326172
2021-07-08,27.01446533203125
2021-07-09,27.038999557495117
2021-07-12,27.03342628479004
2021-07-13,27.023868560791016
2021-07-14,27.087217330932617
2021-07-15,27.025039672851562
2021-07-16,27.02773666381836
2021-07-19,26.962491989135742
2021-07-20,26.932952880859375
2021-07-21,26.961803436279297
2021-07-22,26.97995376586914
2021-07-23,26.942276000976562
2021-07-26,26.770109176635742
2021-07-27,26.746322631835938
2021-07-28,26.62346649169922
2021-07-29,26.609426498413086
2021-07-30,26.626323699951172
2021-08-02,26.577999114990234
2021-08-03,26.5864200592041
2021-08-04,26.56962013244629
2021-08-05,26.681400299072266
2021-08-06,26.696752548217773
2021-08-09,26.660913467407227
2021-08-10,26.530963897705078
2021-08-11,26.507471084594727
2021-08-12,26.560787200927734
2021-08-13,26.499340057373047
2021-08-16,26.43011474609375
2021-08-17,26.4097957611084
2021-08-18,26.405656814575195
2021-08-19,26.379512786865234
2021-08-20,26.38844871520996
2021-08-23,26.35718536376953
2021-08-24,26.432636260986328
2021-08-25,26.41922950744629
2021-08-26,26.47523307800293
2021-08-27,26.559974670410156
2021-08-30,26.67392349243164
2021-08-31,26.599750518798828
2021-09-01,26.64961051940918
2021-09-02,26.766162872314453
2021-09-03,26.730653762817383
2021-09-06,26.64462661743164
2021-09-07,26.519121170043945
2021-09-08,26.426664352416992
2021-09-09,26.493022918701172
2021-09-10,26.464906692504883
2021-09-13,26.472427368164062
2021-09-14,26.42499542236328
2021-09-15,26.370973587036133
2021-09-16,26.38762092590332
2021-09-17,26.44301414489746
2021-09-20,26.430423736572266
2021-09-21,26.460830688476562
2021-09-22,26.43769073486328
2021-09-23,26.374956130981445
2021-09-24,26.376220703125
2021-09-27,26.471572875976562
2021-09-28,26.366622924804688
2021-09-29,26.338726043701172
2021-09-30,26.337785720825195
2021-10-01,26.35536766052246
2021-10-04,26.367258071899414
2021-10-05,26.272991180419922
2021-10-06,26.155868530273438
2021-10-07,26.02354621887207
2021-10-08,26.085058212280273
2021-10-11,26.072622299194336
2021-10-12,26.105878829956055
2021-10-13,26.085838317871094
2021-10-14,26.083192825317383
2021-10-15,26.118892669677734
2021-10-18,26.13051986694336
2021-10-19,26.054393768310547
2021-10-20,25.993919372558594
2021-10-21,25.93221092224121
2021-10-22,25.99732780456543
2021-10-25,26.00574493408203
2021-10-26,26.142696380615234
2021-10-27,26.157764434814453
2021-10-28,26.117389678955078
2021-10-29,26.076993942260742
2021-11-01,26.00371742248535
2021-11-02,26.041200637817383
2021-11-03,26.044225692749023
2021-11-04,25.975845336914062
2021-11-05,25.930173873901367
2021-11-08,25.841537475585938
2021-11-09,25.805606842041016
2021-11-10,25.843677520751953
2021-11-11,25.791784286499023
2021-11-12,25.81507682800293
2021-11-15,25.903636932373047
2021-11-16,26.101436614990234
2021-11-17,26.167171478271484
2021-11-18,26.26638412475586
2021-11-19,26.236196517944336
2021-11-22,26.30999755859375
2021-11-23,26.416227340698242
2021-11-24,26.619895935058594
2021-11-25,26.670679092407227
2021-11-26,26.752004623413086
2021-11-29,26.828378677368164
2021-11-30,26.947153091430664
2021-12-01,26.886367797851562
2021-12-02,27.01359748840332
2021-12-03,27.032344818115234
2021-12-06,27.014406204223633
2021-12-07,27.10547637939453
2021-12-08,27.070133209228516
2021-12-09,26.936012268066406
2021-12-10,26.8577880859375
2021-12-13,26.627132415771484
2021-12-14,26.653478622436523
2021-12-15,26.7335147857666
2021-12-16,26.978288650512695
2021-12-17,26.928478240966797
2021-12-20,27.177490234375
2021-12-21,27.01254653930664
2021-12-22,26.994413375854492
2021-12-23,26.99689483642578
2021-12-24,26.975313186645508
2021-12-27,26.949556350708008
2021-12-28,27.03020668029785
2021-12-29,26.969255447387695
2021-12-30,26.982158660888672
2021-12-31,27.022661209106445
2022-01-03,27.0229549407959
2022-01-04,27.028234481811523
2022-01-05,27.016204833984375
2022-01-06,27.209152221679688
2022-01-07,27.23061752319336
2022-01-10,27.09617805480957
2022-01-11,27.220598220825195
2022-01-12,27.264631271362305
2022-01-13,27.460918426513672
2022-01-14,27.495603561401367
2022-01-17,27.7004337310791
2022-01-18,27.924591064453125
2022-01-19,28.19826316833496
2022-01-20,28.168249130249023
2022-01-21,28.06267547607422
2022-01-24,28.056007385253906
2022-01-25,28.152070999145508
2022-01-26,28.421607971191406
2022-01-27,28.523258209228516
2022-01-28,28.722137451171875
2022-01-31,28.321165084838867
2022-02-01,28.149751663208008
2022-02-02,28.127309799194336
2022-02-03,28.109437942504883
2022-02-04,27.97927474975586
2022-02-07,27.856281280517578
2022-02-08,27.715158462524414
2022-02-09,27.70692253112793
2022-02-10,27.696889877319336
2022-02-11,27.594133377075195
2022-02-14,27.86947250366211
2022-02-15,28.27075958251953
2022-02-16,27.919153213500977
2022-02-17,27.84282875061035
2022-02-18,28.05460548400879
2022-02-21,28.07322883605957
2022-02-22,28.244592666625977
2022-02-23,28.66783332824707
2022-02-24,29.097753524780273
2022-02-25,29.63726806640625
2022-02-28,29.56256675720215
2022-03-01,29.795873641967773
2022-03-02,29.77278709411621
2022-03-03,29.771821975708008
2022-03-04,29.8347225189209
2022-03-07,29.919620513916016
2022-03-08,29.719013214111328
2022-03-09,29.725460052490234
2022-03-10,29.78346824645996
2022-03-11,29.11813735961914
2022-03-14,29.075489044189453
2022-03-15,29.099483489990234
2022-03-16,29.107641220092773
2022-03-17,29.219846725463867
2022-03-18,29.355329513549805
2022-03-21,29.118497848510742
2022-03-22,29.131195068359375
2022-03-23,29.054000854492188
2022-03-24,29.119144439697266
2022-03-25,29.149127960205078
2022-03-28,29.34210205078125
2022-03-29,29.23824119567871
2022-03-30,29.112598419189453
2022-03-31,29.279760360717773
2022-04-01,29.227519989013672
2022-04-04,29.181964874267578
2022-04-05,29.11899757385254
2022-04-06,29.121110916137695
2022-04-07,29.120920181274414
2022-04-08,29.121564865112305
2022-04-11,29.136615753173828
2022-04-12,29.152212142944336
2022-04-13,29.253005981445312
2022-04-14,29.108139038085938
2022-04-15,29.127975463867188
2022-04-18,29.38328742980957
2022-04-19,29.407772064208984
2022-04-20,29.259544372558594
2022-04-21,29.13510513305664
2022-04-22,29.286367416381836
2022-04-25,29.201330184936523
2022-04-26,29.970439910888672
2022-04-27,29.999813079833984
2022-04-28,29.991416931152344
2022-04-29,29.94003677368164
2022-05-02,29.965641021728516
2022-05-03,29.127344131469727
2022-05-04,28.978519439697266
2022-05-05,29.107255935668945
2022-05-06,29.158870697021484
2022-05-09,29.963457107543945
2022-05-10,29.992549896240234
2022-05-11,29.9382266998291
2022-05-12,29.947359085083008
2022-05-13,29.252792358398438
2022-05-16,29.213993072509766
2022-05-17,29.264551162719727
2022-05-18,29.230037689208984
2022-05-19,29.262388229370117
2022-05-20,29.276094436645508
2022-05-23,29.284738540649414
2022-05-24,29.265718460083008
2022-05-25,29.136205673217773
2022-05-26,29.245670318603516
2022-05-27,29.134504318237305
2022-05-30,29.244457244873047
2022-05-31,29.253877639770508
2022-06-01,29.261533737182617
2022-06-02,29.23876953125
2022-06-03,29.25048065185547
2022-06-06,29.177589416503906
2022-06-07,29.246803283691406
2022-06-08,29.26999282836914
2022-06-09,29.236364364624023
2022-06-10,29.263303756713867
2022-06-13,29.472808837890625
2022-06-14,29.271709442138672
2022-06-15,29.251007080078125
2022-06-16,29.25153160095215
2022-06-17,29.27665138244629
2022-06-20,29.317935943603516
2022-06-21,29.270963668823242
2022-06-22,29.263952255249023
2022-06-23,29.110435485839844
2022-06-24,29.269001007080078
2022-06-27,29.24569320678711
2022-06-28,29.26772689819336
2022-06-29,29.26506805419922
2022-06-30,29.221328735351562
2022-07-01,29.228906631469727
2022-07-04,29.252595901489258
2022-07-05,29.257171630859375
2022-07-06,29.250551223754883
2022-07-07,29.255212783813477
2022-07-08,29.24543571472168
2022-07-11,29.114580154418945
2022-07-12,29.299957275390625
2022-07-13,29.225467681884766
2022-07-14,29.243682861328125
2022-07-15,29.226076126098633
2022-07-18,29.203176498413086
2022-07-19,29.22634506225586
2022-07-20,29.25639533996582
2022-07-21,29.223678588867188
2022-07-22,29.57979965209961
2022-07-25,36.304161071777344
2022-07-26,36.26509094238281
2022-07-27,36.501285552978516
2022-07-28,36.57760238647461
2022-07-29,36.59309768676758
2022-08-01,36.67422866821289
2022-08-02,36.6345329284668
2022-08-03,36.61038589477539
2022-08-04,36.43217849731445
2022-08-05,36.50479507446289
2022-08-08,36.82830047607422
2022-08-09,36.61018753051758
2022-08-10,36.63066482543945
2022-08-11,36.6590461730957
2022-08-12,36.632816314697266
2022-08-15,36.633216857910156
2022-08-16,36.57170867919922
2022-08-17,36.63007354736328
2022-08-18,36.65894317626953
2022-08-19,36.55686569213867
2022-08-22,36.49463653564453
2022-08-23,36.62120819091797
2022-08-24,36.62813949584961
2022-08-25,36.611392974853516
2022-08-26,36.592002868652344
2022-08-29,36.817020416259766
2022-08-30,36.64929962158203
2022-08-31,36.54007339477539
2022-09-01,36.57939147949219
2022-09-02,36.6445198059082
2022-09-05,36.63805389404297
2022-09-06,36.63117980957031
2022-09-07,36.606624603271484
2022-09-08,36.63533401489258
2022-09-09,36.622406005859375
2022-09-12,36.35114669799805
2022-09-13,36.64397430419922
2022-09-14,36.624603271484375
2022-09-15,36.633460998535156
2022-09-16,36.433536529541016
2022-09-19,36.1898078918457
2022-09-20,36.6047248840332
2022-09-21,36.62428665161133
2022-09-22,36.65678024291992
2022-09-23,36.64945983886719
2022-09-26,36.85556411743164
2022-09-27,36.421165466308594
2022-09-28,36.62566375732422
2022-09-29,36.50593948364258
2022-09-30,36.451988220214844
2022-10-03,36.642822265625
2022-10-04,36.43351364135742
2022-10-05,36.643775939941406
2022-10-06,36.76411819458008
2022-10-07,36.6654167175293
2022-10-10,36.83802032470703
2022-10-11,36.61557388305664
2022-10-12,36.608970642089844
2022-10-13,36.62947463989258
2022-10-14,36.632537841796875
2022-10-17,36.637943267822266
2022-10-18,36.45021438598633
2022-10-19,36.590972900390625
2022-10-20,36.63346481323242
2022-10-21,36.58869552612305
2022-10-24,36.213619232177734
2022-10-25,36.448490142822266
2022-10-26,36.631534576416016
2022-10-27,36.61452865600586
2022-10-28,36.544429779052734
2022-10-31,36.64134979248047
2022-11-01,36.64877700805664
2022-11-02,36.62169647216797
2022-11-03,36.596717834472656
2022-11-04,36.558006286621094
2022-11-07,36.01400375366211
2022-11-08,36.44610595703125
2022-11-09,36.627166748046875
2022-11-10,36.506221771240234
2022-11-11,36.61570358276367
2022-11-14,36.35044479370117
2022-11-15,36.65899658203125
2022-11-16,36.66551208496094
2022-11-17,36.589874267578125
2022-11-18,36.61899948120117
2022-11-21,36.61360549926758
2022-11-22,36.47610855102539
2022-11-23,36.646080017089844
2022-11-24,36.64683151245117
2022-11-25,36.6568603515625
2022-11-28,36.62882614135742
2022-11-29,36.678707122802734
2022-11-30,36.4969596862793
2022-12-01,36.624237060546875
2022-12-02,36.451271057128906
